zip,city,pop,state,loc
76262,TROPHY CLUB,11484,TX,"[-97.205346, 32.98639]"
76263,ROSSTON,30,TX,"[-97.454172, 33.483795]"
76264,SADLER,349,TX,"[-96.840017, 33.730989]"
76265,SAINT JO,2071,TX,"[-97.556756, 33.744024]"
76266,SANGER,7440,TX,"[-97.181432, 33.356266]"
76270,SUNSET,487,TX,"[-97.770891, 33.453909]"
76271,TIOGA,857,TX,"[-96.909712, 33.467493]"
76272,VALLEY VIEW,2754,TX,"[-97.231053, 33.502166]"
76273,WHITESBORO,5920,TX,"[-96.878984, 33.659021]"
76301,WICHITA FALLS,15309,TX,"[-98.497645, 33.905284]"
76302,WICHITA FALLS,10724,TX,"[-98.493987, 33.864278]"
76303,WICHITA FALLS,3922,TX,"[-98.460812, 33.899837]"
76304,WICHITA FALLS,4529,TX,"[-98.500491, 33.930806]"
76305,WICHITA FALLS,8522,TX,"[-98.540679, 33.937345]"
76306,WICHITA FALLS,6808,TX,"[-98.524835, 33.974595]"
76308,WICHITA FALLS,19151,TX,"[-98.533965, 33.863258]"
76309,WICHITA FALLS,12500,TX,"[-98.534288, 33.893084]"
76310,WICHITA FALLS,11497,TX,"[-98.575548, 33.858122]"
76311,SHEPPARD AFB,7080,TX,"[-98.508771, 33.982353]"
76354,BURKBURNETT,10558,TX,"[-98.570842, 34.085989]"
76357,BYERS,665,TX,"[-98.183929, 34.072812]"
76359,ELBERT,445,TX,"[-99.055214, 33.015687]"
76360,ELECTRA,3580,TX,"[-98.91545, 34.036234]"
76363,GOREE,523,TX,"[-99.525806, 33.474832]"
76364,HARROLD,369,TX,"[-99.035052, 34.097097]"
76365,HENRIETTA,6020,TX,"[-98.259976, 33.819609]"
76366,HOLLIDAY,5949,TX,"[-98.657634, 33.675141]"
76367,IOWA PARK,9443,TX,"[-98.674497, 33.94235]"
76371,MUNDAY,2028,TX,"[-99.632624, 33.456088]"
76372,NEWCASTLE,905,TX,"[-98.744644, 33.190103]"
76373,OKLAUNION,338,TX,"[-99.160234, 34.120372]"
76374,OLNEY,4554,TX,"[-98.742695, 33.360135]"
76377,PETROLIA,1642,TX,"[-98.269223, 34.027331]"
76379,SCOTLAND,398,TX,"[-98.464983, 33.653486]"
76380,SEYMOUR,4208,TX,"[-99.258727, 33.591445]"
76383,VERA,481,TX,"[-99.759098, 33.615469]"
76384,VERNON,14414,TX,"[-99.30301, 34.149135]"
76388,WEINERT,301,TX,"[-99.666431, 33.324872]"
76389,WINDTHORST,381,TX,"[-98.437589, 33.57957]"
76401,STEPHENVILLE,19745,TX,"[-98.222407, 32.221372]"
76424,BRECKENRIDGE,8803,TX,"[-98.909882, 32.753166]"
76426,BRIDGEPORT,9158,TX,"[-97.78098, 33.187027]"
76427,BRYSON,915,TX,"[-98.370256, 33.15947]"
76429,CADDO,127,TX,"[-98.658983, 32.688617]"
76430,ALBANY,2858,TX,"[-99.319581, 32.719005]"
76431,CHICO,2657,TX,"[-97.803133, 33.319315]"
76432,BLANKET,1929,TX,"[-98.831089, 31.78819]"
76433,BLUFF DALE,1751,TX,"[-98.163775, 32.401791]"
76435,CARBON,462,TX,"[-98.83479, 32.270125]"
76436,CARLTON,235,TX,"[-98.152519, 31.911438]"
76437,CISCO,4906,TX,"[-98.986507, 32.380043]"
76442,COMANCHE,7208,TX,"[-98.608227, 31.911637]"
76443,CROSS PLAINS,1928,TX,"[-99.18718, 32.148159]"
76444,DE LEON,4401,TX,"[-98.54894, 32.108742]"
76445,DESDEMONA,366,TX,"[-98.567327, 32.281877]"
76446,DUBLIN,5029,TX,"[-98.345469, 32.090873]"
76448,EASTLAND,5837,TX,"[-98.807101, 32.399418]"
76449,GRAFORD,2235,TX,"[-98.337002, 32.924192]"
76450,GRAHAM,12511,TX,"[-98.583212, 33.099283]"
76453,GORDON,566,TX,"[-98.363211, 32.547828]"
76454,GORMAN,1773,TX,"[-98.683408, 32.223441]"
76455,GUSTINE,1680,TX,"[-98.383488, 31.872448]"
76457,HICO,1962,TX,"[-98.024933, 31.959718]"
76458,JACKSBORO,4664,TX,"[-98.168138, 33.234655]"
76459,JERMYN,154,TX,"[-98.393149, 33.263554]"
76460,LOVING,156,TX,"[-98.50237, 33.26886]"
76462,LIPAN,1582,TX,"[-97.953614, 32.507218]"
76463,MINGUS,278,TX,"[-98.426262, 32.562665]"
76464,MORAN,458,TX,"[-99.165567, 32.554909]"
76470,RANGER,3414,TX,"[-98.674659, 32.46809]"
76471,RISING STAR,1810,TX,"[-98.985852, 32.127986]"
76472,SANTO,1433,TX,"[-98.179675, 32.597935]"
76474,SIDNEY,92,TX,"[-98.767995, 31.932031]"
76475,STRAWN,968,TX,"[-98.499467, 32.5945]"
76476,TOLAR,2586,TX,"[-97.880208, 32.377246]"
76483,THROCKMORTON,1321,TX,"[-99.183812, 33.179446]"
76484,PALO PINTO,867,TX,"[-98.270262, 32.725315]"
76486,PERRIN,1065,TX,"[-98.044006, 33.058453]"
76487,POOLVILLE,1549,TX,"[-97.847229, 32.968023]"
76490,WHITT,305,TX,"[-98.021008, 32.955459]"
76491,WOODSON,114,TX,"[-99.015953, 33.301972]"
76501,TEMPLE,16400,TX,"[-97.334264, 31.089518]"
76502,TEMPLE,15632,TX,"[-97.389781, 31.071004]"
76504,TEMPLE,20273,TX,"[-97.364764, 31.091742]"
76511,BARTLETT,727,TX,"[-97.426302, 30.799056]"
76513,BELTON,20331,TX,"[-97.472025, 31.072298]"
76518,BUCKHOLTS,1072,TX,"[-97.124135, 30.885756]"
76519,BURLINGTON,1312,TX,"[-96.885308, 30.945691]"
76520,CAMERON,6965,TX,"[-96.976562, 30.852713]"
76522,IZORO,26431,TX,"[-97.912132, 31.125799]"
76523,DAVILLA,1079,TX,"[-97.200865, 30.767471]"
76524,EDDY,2544,TX,"[-97.270926, 31.326724]"
76525,BEE HOUSE,1179,TX,"[-98.055175, 31.403967]"
76526,FLAT,774,TX,"[-97.589777, 31.306475]"
76527,FLORENCE,3703,TX,"[-97.834423, 30.78137]"
76528,TURNERSVILLE,14415,TX,"[-97.724286, 31.447646]"
76530,GRANGER,3160,TX,"[-97.445065, 30.739813]"
76531,HAMILTON,5260,TX,"[-98.113051, 31.678116]"
76534,HOLLAND,2223,TX,"[-97.385695, 30.879977]"
76537,JARRELL,3430,TX,"[-97.600833, 30.748406]"
76538,JONESBORO,793,TX,"[-97.775155, 31.599601]"
76539,KEMPNER,3884,TX,"[-97.972068, 31.073051]"
76541,KILLEEN,22853,TX,"[-97.727808, 31.116426]"
76542,HARKER HEIGHTS,25829,TX,"[-97.746736, 31.075056]"
76543,HARKER HEIGHTS,35052,TX,"[-97.676864, 31.100505]"
76544,FORT HOOD,36657,TX,"[-97.776404, 31.137953]"
76550,LAMPASAS,7698,TX,"[-98.183361, 31.067957]"
76556,MILANO,2187,TX,"[-96.803477, 30.736612]"
76557,MOODY,4411,TX,"[-97.409957, 31.253321]"
76559,NOLANVILLE,1820,TX,"[-97.594109, 31.083271]"
76561,OGLESBY,1221,TX,"[-97.550093, 31.443767]"
76565,POTTSVILLE,279,TX,"[-98.356077, 31.68374]"
76566,PURMELA,1111,TX,"[-97.888945, 31.472647]"
76567,ROCKDALE,8052,TX,"[-97.0079, 30.658282]"
76569,ROGERS,2565,TX,"[-97.222793, 30.955013]"
76570,ROSEBUD,3093,TX,"[-96.975455, 31.092208]"
76571,SALADO,3454,TX,"[-97.532999, 30.949388]"
76574,TAYLOR,14135,TX,"[-97.440103, 30.58071]"
76577,THORNDALE,2279,TX,"[-97.176446, 30.608237]"
76578,THRALL,852,TX,"[-97.289261, 30.591981]"
76579,TROY,3791,TX,"[-97.285205, 31.175855]"
76621,ABBOTT,577,TX,"[-97.067146, 31.891642]"
76622,AQUILLA,1901,TX,"[-97.22577, 31.858882]"
76624,AXTELL,3235,TX,"[-96.988178, 31.660966]"
76626,BLOOMING GROVE,1594,TX,"[-96.700991, 32.075839]"
76627,BLUM,2737,TX,"[-97.365183, 32.105183]"
76629,BREMOND,1883,TX,"[-96.669744, 31.156007]"
76630,BRUCEVILLE,477,TX,"[-97.234244, 31.326708]"
76631,BYNUM,496,TX,"[-96.983702, 31.990668]"
76632,CHILTON,2304,TX,"[-97.09002, 31.310018]"
76633,CHINA SPRING,3030,TX,"[-97.300221, 31.667266]"
76634,LAGUNA PARK,6410,TX,"[-97.515282, 31.799689]"
76635,COOLIDGE,1042,TX,"[-96.657744, 31.743804]"
76636,COVINGTON,767,TX,"[-97.259091, 32.159538]"
76637,CRANFILLS GAP,687,TX,"[-97.78537, 31.781071]"
76638,CRAWFORD,3473,TX,"[-97.389992, 31.559765]"
76639,DAWSON,1457,TX,"[-96.708483, 31.897429]"
76640,ELM MOTT,4183,TX,"[-97.113838, 31.672547]"
76641,FROST,1831,TX,"[-96.768437, 32.027545]"
76642,GROESBECK,5538,TX,"[-96.523381, 31.535667]"
76643,HEWITT,8487,TX,"[-97.196556, 31.458166]"
76645,HILLSBORO,8966,TX,"[-97.119791, 32.014942]"
76648,HUBBARD,2015,TX,"[-96.80001, 31.843559]"
76649,IREDELL,813,TX,"[-97.879283, 31.972197]"
76651,ITALY,2321,TX,"[-96.88229, 32.178508]"
76652,KOPPERL,820,TX,"[-97.542085, 32.103491]"
76653,KOSSE,854,TX,"[-96.619475, 31.314704]"
76655,LORENA,4007,TX,"[-97.230161, 31.409271]"
76656,LOTT,2005,TX,"[-97.058143, 31.192462]"
76657,MC GREGOR,5853,TX,"[-97.394318, 31.443099]"
76660,MALONE,491,TX,"[-96.890682, 31.923979]"
76661,MARLIN,8810,TX,"[-96.888942, 31.303592]"
76664,MART,2588,TX,"[-96.838133, 31.545798]"
76665,MERIDIAN,2354,TX,"[-97.64433, 31.929022]"
76666,MERTENS,328,TX,"[-96.898128, 32.02753]"
76667,MEXIA,10971,TX,"[-96.495186, 31.678386]"
76670,MILFORD,1259,TX,"[-96.96115, 32.148198]"
76671,MORGAN,1403,TX,"[-97.560829, 32.01946]"
76673,MOUNT CALM,612,TX,"[-96.894393, 31.757504]"
76675,OTTO,776,TX,"[-96.875904, 31.432733]"
76676,PENELOPE,613,TX,"[-96.937164, 31.855148]"
76678,PRAIRIE HILL,657,TX,"[-96.809381, 31.659097]"
76679,PURDON,752,TX,"[-96.585619, 31.948285]"
76680,REAGAN,796,TX,"[-96.741943, 31.229713]"
76681,RICHLAND,512,TX,"[-96.437262, 31.901785]"
76682,RIESEL,2488,TX,"[-96.94764, 31.500247]"
76687,THORNTON,1438,TX,"[-96.502378, 31.408326]"
76689,VALLEY MILLS,1796,TX,"[-97.493461, 31.659876]"
76690,WALNUT SPRINGS,842,TX,"[-97.751423, 32.059268]"
76691,WEST,6222,TX,"[-97.125843, 31.775385]"
76692,BONANZA,5302,TX,"[-97.33495, 31.959201]"
76693,WORTHAM,1602,TX,"[-96.420208, 31.786542]"
76701,WACO,1752,TX,"[-97.139608, 31.552452]"
76704,BELLMEAD,8919,TX,"[-97.126742, 31.575701]"
76705,BELLMEAD,18763,TX,"[-97.094575, 31.610787]"
76706,WACO,31263,TX,"[-97.119752, 31.517086]"
76707,WACO,15905,TX,"[-97.158824, 31.552709]"
76708,WACO,18436,TX,"[-97.178635, 31.576544]"
76710,WACO,22014,TX,"[-97.189891, 31.534981]"
76711,BEVERLY HILLS,8736,TX,"[-97.150254, 31.519863]"
76712,WOODWAY,14756,TX,"[-97.231062, 31.505074]"
76801,EARLY,24634,TX,"[-98.975164, 31.704658]"
76820,ART,24,TX,"[-99.093732, 30.775419]"
76821,BALLINGER,4957,TX,"[-99.958927, 31.746836]"
76823,BANGS,5681,TX,"[-99.107657, 31.768388]"
76824,BEND,1,TX,"[-98.482102, 31.11231]"
76825,FIFE,7280,TX,"[-99.3372, 31.128304]"
76827,BROOKESMITH,240,TX,"[-99.127729, 31.517602]"
76828,BURKETT,237,TX,"[-99.255258, 31.998623]"
76831,CASTELL,64,TX,"[-98.931859, 30.697429]"
76832,CHEROKEE,127,TX,"[-98.66332, 30.980598]"
76834,COLEMAN,6300,TX,"[-99.427007, 31.828651]"
76836,DOOLE,86,TX,"[-99.550605, 31.415743]"
76837,EDEN,2028,TX,"[-99.840658, 31.219219]"
76841,FORT MC KAVETT,47,TX,"[-100.080928, 30.82903]"
76842,FREDONIA,72,TX,"[-99.12156, 30.921386]"
76844,GOLDTHWAITE,2523,TX,"[-98.574405, 31.445769]"
76845,GOULDBUSK,159,TX,"[-99.51363, 31.551075]"
76848,HEXT,60,TX,"[-99.554008, 30.881632]"
76849,JUNCTION,3248,TX,"[-99.74731, 30.47544]"
76852,LOHN,233,TX,"[-99.38334, 31.317297]"
76853,LOMETA,1215,TX,"[-98.400553, 31.216712]"
76854,LONDON,465,TX,"[-99.625527, 30.617101]"
76856,MASON,3182,TX,"[-99.226117, 30.743392]"
76857,MAY,1454,TX,"[-98.965646, 31.957082]"
76858,MELVIN,361,TX,"[-99.5439, 31.185145]"
76859,MENARD,2145,TX,"[-99.784721, 30.911898]"
76861,MILES,1102,TX,"[-100.182292, 31.612052]"
76862,MILLERSVIEW,137,TX,"[-99.717137, 31.416745]"
76864,MULLIN,1281,TX,"[-98.663542, 31.574829]"
76865,NORTON,244,TX,"[-100.131515, 31.879498]"
76866,PAINT ROCK,400,TX,"[-99.913936, 31.504808]"
76867,PEAR VALLEY,110,TX,"[-99.494742, 31.297211]"
76869,PONTOTOC,113,TX,"[-99.021224, 30.890617]"
76870,PRIDDY,122,TX,"[-98.501464, 31.687418]"
76871,RICHLAND SPRINGS,1103,TX,"[-98.850731, 31.275317]"
76872,ROCHELLE,761,TX,"[-99.157229, 31.300011]"
76873,ROCKWOOD,63,TX,"[-99.374579, 31.503677]"
76874,ROOSEVELT,382,TX,"[-99.916501, 30.532203]"
76875,ROWENA,802,TX,"[-100.019094, 31.64355]"
76877,SAN SABA,4023,TX,"[-98.730929, 31.162678]"
76878,SANTA ANNA,1835,TX,"[-99.321197, 31.721477]"
76880,STAR,605,TX,"[-98.415752, 31.479039]"
76882,TALPA,240,TX,"[-99.674679, 31.803424]"
76883,TELEGRAPH,27,TX,"[-99.928369, 30.367365]"
76884,VALERA,201,TX,"[-99.563962, 31.77314]"
76885,VALLEY SPRING,270,TX,"[-98.832541, 30.836862]"
76887,VOCA,94,TX,"[-99.168203, 30.995874]"
76888,LEADAY,227,TX,"[-99.538536, 31.639194]"
76890,ZEPHYR,433,TX,"[-98.818199, 31.669429]"
76901,SAN ANGELO,23800,TX,"[-100.481752, 31.478165]"
76903,SAN ANGELO,32471,TX,"[-100.438586, 31.470735]"
76904,SAN ANGELO,25535,TX,"[-100.480036, 31.419411]"
76905,SAN ANGELO,11284,TX,"[-100.390005, 31.464738]"
76930,BARNHART,178,TX,"[-101.191752, 31.159647]"
76932,BEST,4514,TX,"[-101.478776, 31.240592]"
76933,BRONTE,1291,TX,"[-100.298765, 31.878939]"
76934,CARLSBAD,1886,TX,"[-100.627501, 31.597995]"
76935,CHRISTOVAL,1639,TX,"[-100.52031, 31.23461]"
76936,ELDORADO,2990,TX,"[-100.58894, 30.86667]"
76937,EOLA,479,TX,"[-100.072892, 31.429812]"
76940,MERETA,768,TX,"[-100.183391, 31.48632]"
76941,MERTZON,1451,TX,"[-100.822101, 31.282884]"
76943,OZONA,4076,TX,"[-101.238802, 30.716369]"
76945,ROBERT LEE,1826,TX,"[-100.510366, 31.895091]"
76949,SILVER,45,TX,"[-100.692229, 32.048371]"
76950,SONORA,4135,TX,"[-100.630667, 30.555752]"
76951,STERLING CITY,1438,TX,"[-101.001729, 31.835063]"
76955,VANCOURT,256,TX,"[-100.180367, 31.340417]"
76957,WALL,819,TX,"[-100.322132, 31.369445]"
77002,HOUSTON,7658,TX,"[-95.359361, 29.759366]"
77003,HOUSTON,8500,TX,"[-95.339108, 29.748903]"
77004,HOUSTON,29940,TX,"[-95.362546, 29.724687]"
77005,HOUSTON,21772,TX,"[-95.426261, 29.717856]"
77006,HOUSTON,17653,TX,"[-95.392255, 29.740899]"
77007,HOUSTON,22511,TX,"[-95.403421, 29.773603]"
77008,HOUSTON,29653,TX,"[-95.411797, 29.799096]"
77009,HOUSTON,42521,TX,"[-95.367481, 29.793558]"
77010,HOUSTON,0,TX,"[-95.356549, 29.75125]"
77011,HOUSTON,22311,TX,"[-95.307262, 29.741992]"
77012,HOUSTON,23344,TX,"[-95.281925, 29.71491]"
77013,HOUSTON,17011,TX,"[-95.230134, 29.784169]"
77014,HOUSTON,11970,TX,"[-95.462497, 29.979637]"
77015,HOUSTON,42008,TX,"[-95.185189, 29.785287]"
77016,HOUSTON,31180,TX,"[-95.303199, 29.857855]"
77017,HOUSTON,26502,TX,"[-95.255485, 29.686301]"
77018,HOUSTON,25857,TX,"[-95.426631, 29.827166]"
77019,HOUSTON,15280,TX,"[-95.40539, 29.751651]"
77020,HOUSTON,28011,TX,"[-95.312101, 29.775759]"
77021,HOUSTON,23815,TX,"[-95.356151, 29.69538]"
77022,HOUSTON,27417,TX,"[-95.376862, 29.829862]"
77023,HOUSTON,31983,TX,"[-95.317777, 29.724179]"
77024,HOUSTON,30766,TX,"[-95.520063, 29.76958]"
77025,HOUSTON,21618,TX,"[-95.434107, 29.688897]"
77026,HOUSTON,27744,TX,"[-95.328775, 29.797168]"
77027,HOUSTON,11422,TX,"[-95.446032, 29.739571]"
77028,HOUSTON,17943,TX,"[-95.287886, 29.829657]"
77029,JACINTO CITY,17739,TX,"[-95.254861, 29.760326]"
77030,V A HOSPITAL,10462,TX,"[-95.40619, 29.70372]"
77031,HOUSTON,14021,TX,"[-95.541281, 29.658144]"
77032,HOUSTON,8373,TX,"[-95.329883, 29.93676]"
77033,HOUSTON,28295,TX,"[-95.338157, 29.668566]"
77034,HOUSTON,21593,TX,"[-95.221615, 29.636395]"
77035,HOUSTON,30746,TX,"[-95.485368, 29.651833]"
77036,HOUSTON,55414,TX,"[-95.540464, 29.698447]"
77037,HOUSTON,14286,TX,"[-95.393515, 29.889161]"
77038,HOUSTON,15653,TX,"[-95.438601, 29.91956]"
77039,HOUSTON,23839,TX,"[-95.33338, 29.906731]"
77040,JERSEY VILLAGE,33052,TX,"[-95.529969, 29.879613]"
77041,HOUSTON,14790,TX,"[-95.581663, 29.860187]"
77042,HOUSTON,31505,TX,"[-95.558895, 29.740446]"
77043,HOUSTON,21752,TX,"[-95.560734, 29.805181]"
77044,HOUSTON,10669,TX,"[-95.19757, 29.863485]"
77045,HOUSTON,22145,TX,"[-95.438166, 29.629717]"
77046,HOUSTON,557,TX,"[-95.431845, 29.73279]"
77047,HOUSTON,9588,TX,"[-95.374993, 29.625443]"
77048,HOUSTON,13873,TX,"[-95.341606, 29.632097]"
77049,HOUSTON,14445,TX,"[-95.184815, 29.823471]"
77050,HOUSTON,3709,TX,"[-95.284837, 29.901456]"
77051,HOUSTON,13776,TX,"[-95.368763, 29.65792]"
77053,HOUSTON,20720,TX,"[-95.458709, 29.596156]"
77054,HOUSTON,12399,TX,"[-95.401677, 29.685209]"
77055,HOUSTON,36187,TX,"[-95.495787, 29.797064]"
77056,HOUSTON,13544,TX,"[-95.468282, 29.744584]"
77057,HOUSTON,28217,TX,"[-95.490253, 29.74217]"
77058,HOUSTON,5556,TX,"[-95.057413, 29.574787]"
77059,HOUSTON,6185,TX,"[-95.113354, 29.597493]"
77060,HOUSTON,31443,TX,"[-95.398061, 29.933462]"
77061,HOUSTON,20966,TX,"[-95.278987, 29.665221]"
77062,HOUSTON,25303,TX,"[-95.130292, 29.572084]"
77063,HOUSTON,24156,TX,"[-95.522039, 29.734843]"
77064,HOUSTON,21388,TX,"[-95.556894, 29.918981]"
77065,HOUSTON,17370,TX,"[-95.61063, 29.931933]"
77066,HOUSTON,23310,TX,"[-95.494717, 29.961027]"
77067,HOUSTON,18416,TX,"[-95.452158, 29.954717]"
77068,HOUSTON,7670,TX,"[-95.489661, 30.006867]"
77069,HOUSTON,11617,TX,"[-95.520827, 29.986292]"
77070,HOUSTON,25735,TX,"[-95.58027, 29.978099]"
77071,HOUSTON,21037,TX,"[-95.517554, 29.651838]"
77072,HOUSTON,41808,TX,"[-95.586155, 29.699026]"
77073,HOUSTON,10208,TX,"[-95.408671, 30.019767]"
77074,HOUSTON,32691,TX,"[-95.510588, 29.689601]"
77075,HOUSTON,16943,TX,"[-95.259983, 29.622276]"
77076,HOUSTON,23881,TX,"[-95.383442, 29.85801]"
77077,HOUSTON,32090,TX,"[-95.602991, 29.747656]"
77078,HOUSTON,12300,TX,"[-95.258208, 29.849724]"
77079,HOUSTON,29891,TX,"[-95.597993, 29.773759]"
77080,HOUSTON,39465,TX,"[-95.522986, 29.815854]"
77081,HOUSTON,33787,TX,"[-95.484531, 29.711926]"
77082,HOUSTON,23875,TX,"[-95.628533, 29.722283]"
77083,HOUSTON,38124,TX,"[-95.651098, 29.694709]"
77084,HOUSTON,45204,TX,"[-95.662329, 29.844022]"
77085,HOUSTON,6519,TX,"[-95.481945, 29.621787]"
77086,HOUSTON,16075,TX,"[-95.493868, 29.922667]"
77087,HOUSTON,31112,TX,"[-95.301062, 29.687579]"
77088,HOUSTON,44595,TX,"[-95.453877, 29.881694]"
77089,HOUSTON,37678,TX,"[-95.221786, 29.593978]"
77090,HOUSTON,22054,TX,"[-95.447002, 30.016673]"
77091,HOUSTON,21341,TX,"[-95.443521, 29.853448]"
77092,HOUSTON,31872,TX,"[-95.472031, 29.832391]"
77093,HOUSTON,39118,TX,"[-95.340286, 29.861661]"
77094,HOUSTON,1168,TX,"[-95.710742, 29.770536]"
77095,HOUSTON,24418,TX,"[-95.648082, 29.894115]"
77096,HOUSTON,32124,TX,"[-95.486066, 29.672205]"
77098,HOUSTON,10436,TX,"[-95.411778, 29.734987]"
77099,HOUSTON,40503,TX,"[-95.586613, 29.670869]"
77301,CONROE,20150,TX,"[-95.452667, 30.312535]"
77302,GRANGERLAND,5767,TX,"[-95.416087, 30.250357]"
77303,CUT AND SHOOT,14683,TX,"[-95.369725, 30.344456]"
77304,PANORAMA VILLAGE,9625,TX,"[-95.495244, 30.327351]"
77327,CLEVELAND,21298,TX,"[-95.020152, 30.329977]"
77331,COLDSPRING,3182,TX,"[-95.10858, 30.602661]"
77335,GOODRICH,1441,TX,"[-94.95922, 30.607909]"
77336,HUFFMAN,6529,TX,"[-95.105069, 30.056491]"
77338,HUMBLE,19090,TX,"[-95.282476, 30.004091]"
77339,HUMBLE,28083,TX,"[-95.210716, 30.056333]"
77340,HUNTSVILLE,48879,TX,"[-95.534186, 30.73435]"
77345,HUMBLE,13004,TX,"[-95.170654, 30.056641]"
77346,HUMBLE,15984,TX,"[-95.172815, 30.004195]"
77351,SEGNO,24261,TX,"[-94.935278, 30.718018]"
77355,MAGNOLIA,15638,TX,"[-95.688989, 30.1678]"
77356,MONTGOMERY,12002,TX,"[-95.650342, 30.363932]"
77357,NEW CANEY,13214,TX,"[-95.197968, 30.157933]"
77358,NEW WAVERLY,1977,TX,"[-95.453194, 30.535357]"
77359,OAKHURST,283,TX,"[-95.309478, 30.71262]"
77362,PINEHURST,2498,TX,"[-95.681406, 30.158052]"
77363,PLANTERSVILLE,1333,TX,"[-95.849812, 30.296931]"
77364,POINTBLANK,2911,TX,"[-95.229494, 30.75926]"
77365,PORTER,13541,TX,"[-95.268613, 30.123731]"
77371,SHEPHERD,9604,TX,"[-95.092913, 30.483396]"
77372,SPLENDORA,11287,TX,"[-95.199308, 30.232609]"
77373,SPRING,33118,TX,"[-95.377329, 30.053241]"
77375,TOMBALL,19801,TX,"[-95.62006, 30.073923]"
77378,WILLIS,9988,TX,"[-95.497583, 30.432025]"
77379,KLEIN,35275,TX,"[-95.528481, 30.023377]"
77380,THE WOODLANDS,16541,TX,"[-95.468944, 30.13739]"
77381,THE WOODLANDS,19466,TX,"[-95.500743, 30.168887]"
77384,CONROE,1635,TX,"[-95.492392, 30.225725]"
77385,CONROE,7311,TX,"[-95.428789, 30.187695]"
77386,SPRING,8379,TX,"[-95.423943, 30.128805]"
77388,SPRING,21805,TX,"[-95.469456, 30.050546]"
77389,SPRING,8540,TX,"[-95.506624, 30.104398]"
77396,HUMBLE,16163,TX,"[-95.262186, 29.950697]"
77401,BELLAIRE,13913,TX,"[-95.461106, 29.702313]"
77414,SARGENT,19305,TX,"[-95.92817, 28.96183]"
77417,BEASLEY,2151,TX,"[-95.968145, 29.479045]"
77418,BELLVILLE,6771,TX,"[-96.253083, 29.96583]"
77419,BLESSING,1285,TX,"[-96.217956, 28.864947]"
77420,BOLING,3459,TX,"[-95.974045, 29.252874]"
77422,BRAZORIA,12583,TX,"[-95.586683, 29.023642]"
77423,BROOKSHIRE,4990,TX,"[-95.975537, 29.807168]"
77426,CHAPPELL HILL,2916,TX,"[-96.234739, 30.183271]"
77429,CYPRESS,18527,TX,"[-95.635778, 29.976608]"
77430,DAMON,1493,TX,"[-95.703577, 29.301381]"
77432,DANEVANG,278,TX,"[-96.19765, 29.066969]"
77433,CYPRESS,1983,TX,"[-95.702456, 29.883633]"
77434,EAGLE LAKE,4543,TX,"[-96.335367, 29.584236]"
77435,EAST BERNARD,5773,TX,"[-96.121115, 29.470458]"
77437,EL CAMPO,15829,TX,"[-96.274266, 29.200776]"
77440,ELMATON,470,TX,"[-96.13351, 28.83209]"
77441,FULSHEAR,193,TX,"[-95.897682, 29.721698]"
77442,GARWOOD,2231,TX,"[-96.491925, 29.476001]"
77444,GUY,343,TX,"[-95.770227, 29.332676]"
77445,HEMPSTEAD,5883,TX,"[-96.071648, 30.091973]"
77447,HOCKLEY,5040,TX,"[-95.810447, 30.072888]"
77449,PARK ROW,22664,TX,"[-95.729267, 29.819922]"
77450,PARK ROW,28533,TX,"[-95.744506, 29.767632]"
77455,LOUISE,2431,TX,"[-96.392374, 29.14908]"
77456,MARKHAM,2015,TX,"[-96.092768, 28.954701]"
77457,MATAGORDA,1455,TX,"[-95.951891, 28.764926]"
77458,MIDFIELD,286,TX,"[-96.226527, 28.936166]"
77459,MISSOURI CITY,16067,TX,"[-95.542284, 29.570434]"
77461,NEEDVILLE,7609,TX,"[-95.827288, 29.41165]"
77465,PALACIOS,5607,TX,"[-96.215439, 28.71504]"
77468,PLEDGER,345,TX,"[-95.898591, 29.179208]"
77469,CLODINE,36014,TX,"[-95.752122, 29.593226]"
77471,ROSENBERG,22182,TX,"[-95.798213, 29.549727]"
77474,SEALY,8680,TX,"[-96.159189, 29.782632]"
77477,STAFFORD,18952,TX,"[-95.567764, 29.622816]"
77478,SUGAR LAND,36536,TX,"[-95.621856, 29.634153]"
77479,SUGAR LAND,20219,TX,"[-95.606591, 29.578537]"
77480,SWEENY,5077,TX,"[-95.700363, 29.041508]"
77482,VAN VLECK,6011,TX,"[-95.938903, 29.013879]"
77483,WADSWORTH,145,TX,"[-95.971307, 28.614288]"
77484,WALLER,10513,TX,"[-95.961275, 30.086008]"
77485,WALLIS,3380,TX,"[-96.045574, 29.63968]"
77486,WEST COLUMBIA,9777,TX,"[-95.669388, 29.140823]"
77488,WHARTON,12326,TX,"[-96.085828, 29.320488]"
77489,MISSOURI CITY,27760,TX,"[-95.511512, 29.596206]"
77493,PARK ROW,10312,TX,"[-95.815988, 29.804876]"
77494,PARK ROW,2684,TX,"[-95.811675, 29.750893]"
77502,PASADENA,31270,TX,"[-95.198193, 29.678945]"
77503,PASADENA,23019,TX,"[-95.15721, 29.687696]"
77504,PASADENA,18518,TX,"[-95.188478, 29.650133]"
77505,PASADENA,10978,TX,"[-95.146388, 29.651753]"
77506,PASADENA,33656,TX,"[-95.19895, 29.70087]"
77507,PASADENA,0,TX,"[-95.079365, 29.6055]"
77510,ALTA LOMA,11098,TX,"[-95.089429, 29.371854]"
77511,ALVIN,30979,TX,"[-95.251535, 29.41195]"
